statecode,code,title,Level,employment,Employment RSE,"Employment per 1,000 jobs",Location quotient,Median hourly wage,Mean hourly wage,Annual mean wage,Mean wage RSE
NJ,13-0000,Business and Financial Operations Occupations,major,257860,1.50%,66.972,1.04,$39.28 ,$45.17 ,"$93,960 ",0.70%
NJ,15-0000,Computer and Mathematical Occupations,major,145050,1.90%,37.674,1.14,$48.99 ,$52.31 ,"$108,800 ",1.00%
NJ,17-0000,Architecture and Engineering Occupations,major,51650,2.10%,13.414,0.78,$46.22 ,$47.60 ,"$99,000 ",1.10%
NJ,19-0000,"Life, Physical, and Social Science Occupations",major,43330,2.90%,11.253,1.24,$38.85 ,$44.56 ,"$92,680 ",1.30%
NJ,21-0000,Community and Social Service Occupations,major,66240,1.80%,17.205,1.08,$28.16 ,$29.11 ,"$60,550 ",1.00%
NJ,23-0000,Legal Occupations,major,33600,3.60%,8.728,1.04,$48.82 ,$61.46 ,"$127,840 ",3.30%
NJ,25-0000,Educational Instruction and Library Occupations,major,267670,0.90%,69.521,1.2,$29.66 ,$31.37 ,"$65,250 ",0.80%
NJ,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,42650,2.80%,11.078,0.86,$29.65 ,$34.08 ,"$70,890 ",1.50%
NJ,29-0000,Healthcare Practitioners and Technical Occupations,major,234920,1.40%,61.014,0.98,$38.52 ,$54.26 ,"$112,860 ",2.40%
NJ,31-0000,Healthcare Support Occupations,major,167350,1.50%,43.465,0.93,$17.34 ,$17.16 ,"$35,680 ",0.50%
NJ,33-0000,Protective Service Occupations,major,103960,1.30%,27.001,1.12,$23.65 ,$30.33 ,"$63,080 ",0.80%
NJ,35-0000,Food Preparation and Serving Related Occupations,major,238210,1.60%,61.869,0.78,$14.05 ,$16.04 ,"$33,360 ",1.50%
NJ,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,118970,1.70%,30.901,1.06,$17.04 ,$17.96 ,"$37,360 ",0.80%
NJ,39-0000,Personal Care and Service Occupations,major,82780,2.20%,21.5,1.18,$14.31 ,$17.84 ,"$37,100 ",1.30%
NJ,41-0000,Sales and Related Occupations,major,359790,1.20%,93.448,0.99,$17.42 ,$26.09 ,"$54,270 ",1.00%
NJ,43-0000,Office and Administrative Support Occupations,major,553970,1.00%,143.881,1.11,$22.14 ,$22.49 ,"$46,770 ",0.40%
NJ,45-0000,"Farming, Fishing, and Forestry Occupations",major,3870,20.00%,1.005,0.31,$14.72 ,$16.97 ,"$35,290 ",2.90%
NJ,47-0000,Construction and Extraction Occupations,major,116040,1.90%,30.139,0.73,$30.03 ,$34.47 ,"$71,710 ",1.10%
NJ,49-0000,"Installation, Maintenance, and Repair Occupations",major,131440,2.60%,34.138,0.86,$28.42 ,$28.96 ,"$60,230 ",0.70%
NJ,51-0000,Production Occupations,major,156290,1.40%,40.592,0.68,$18.23 ,$21.88 ,"$45,500 ",0.60%
NJ,53-0000,Transportation and Material Moving Occupations,major,428160,1.00%,111.203,1.24,$17.91 ,$20.29 ,"$42,190 ",0.50%
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
OH,43-0000,Office and Administrative Support Occupations,major,674570,0.50%,129.699,1,$18.13 ,$19.93 ,"$41,460 ",0.20%
OH,53-0000,Transportation and Material Moving Occupations,major,508580,0.80%,97.785,1.09,$17.70 ,$18.91 ,"$39,330 ",0.40%
OH,51-0000,Production Occupations,major,466570,0.60%,89.707,1.5,$18.13 ,$20.18 ,"$41,980 ",0.30%
OH,41-0000,Sales and Related Occupations,major,457930,0.80%,88.046,0.94,$14.20 ,$20.84 ,"$43,340 ",0.70%
OH,35-0000,Food Preparation and Serving Related Occupations,major,429370,0.80%,82.555,1.04,$10.96 ,$12.63 ,"$26,280 ",0.70%
OH,29-0000,Healthcare Practitioners and Technical Occupations,major,369120,0.50%,70.971,1.14,$30.04 ,$38.89 ,"$80,890 ",0.90%
OH,13-0000,Business and Financial Operations Occupations,major,319410,0.80%,61.413,0.96,$30.79 ,$35.86 ,"$74,580 ",0.50%
OH,25-0000,Educational Instruction and Library Occupations,major,306050,0.70%,58.843,1.01,$29.13 ,$30.00 ,"$62,410 ",0.90%
OH,11-0000,Management Occupations,major,278880,0.60%,53.619,0.85,$47.53 ,$53.84 ,"$111,980 ",0.70%
OH,31-0000,Healthcare Support Occupations,major,220180,1.00%,42.333,0.9,$14.14 ,$15.35 ,"$31,930 ",0.60%
OH,49-0000,"Installation, Maintenance, and Repair Occupations",major,203870,1.10%,39.198,0.99,$22.98 ,$24.64 ,"$51,240 ",0.40%
OH,47-0000,Construction and Extraction Occupations,major,171950,1.00%,33.061,0.8,$23.53 ,$26.36 ,"$54,830 ",0.60%
OH,15-0000,Computer and Mathematical Occupations,major,162510,1.40%,31.245,0.95,$38.19 ,$41.33 ,"$85,970 ",0.90%
OH,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,141740,0.90%,27.253,0.93,$14.26 ,$15.49 ,"$32,230 ",0.60%
OH,33-0000,Protective Service Occupations,major,113440,1.40%,21.81,0.91,$22.81 ,$24.41 ,"$50,760 ",0.70%
OH,17-0000,Architecture and Engineering Occupations,major,87420,1.60%,16.808,0.97,$37.39 ,$40.26 ,"$83,750 ",0.60%
OH,39-0000,Personal Care and Service Occupations,major,84510,1.80%,16.25,0.89,$11.88 ,$14.51 ,"$30,190 ",0.80%
OH,21-0000,Community and Social Service Occupations,major,78290,1.10%,15.053,0.95,$22.91 ,$24.30 ,"$50,550 ",0.60%
OH,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,55430,1.90%,10.657,0.83,$23.05 ,$26.99 ,"$56,130 ",1.70%
OH,19-0000,"Life, Physical, and Social Science Occupations",major,34740,1.80%,6.679,0.74,$31.13 ,$36.21 ,"$75,320 ",1.30%
OH,23-0000,Legal Occupations,major,31480,2.60%,6.053,0.72,$36.21 ,$44.57 ,"$92,710 ",2.70%
OH,45-0000,"Farming, Fishing, and Forestry Occupations",major,5000,9.00%,0.961,0.3,$15.06 ,$17.52 ,"$36,440 ",2.40%
OR,45-0000,"Farming, Fishing, and Forestry Occupations",major,14050,3.00%,7.697,2.4,$14.64 ,$18.29 ,"$38,050 ",1.40%
OR,23-0000,Legal Occupations,major,14230,2.30%,7.796,0.93,$38.34 ,$49.20 ,"$102,330 ",2.20%
OR,19-0000,"Life, Physical, and Social Science Occupations",major,23020,1.80%,12.612,1.4,$30.82 ,$35.43 ,"$73,700 ",1.30%
OR,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,24040,2.50%,13.17,1.02,$23.89 ,$29.52 ,"$61,400 ",1.60%
OR,33-0000,Protective Service Occupations,major,32830,2.20%,17.983,0.75,$24.68 ,$28.16 ,"$58,570 ",0.90%
OR,17-0000,Architecture and Engineering Occupations,major,40570,1.40%,22.225,1.29,$39.34 ,$45.33 ,"$94,290 ",0.80%
OR,39-0000,Personal Care and Service Occupations,major,41060,3.60%,22.494,1.23,$14.72 ,$16.94 ,"$35,240 ",0.90%
OR,21-0000,Community and Social Service Occupations,major,43340,2.40%,23.743,1.49,$24.03 ,$26.75 ,"$55,630 ",0.70%
OR,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,51840,1.40%,28.402,0.97,$16.34 ,$17.36 ,"$36,110 ",0.70%
OR,15-0000,Computer and Mathematical Occupations,major,59310,1.70%,32.49,0.98,$46.30 ,$46.78 ,"$97,310 ",1.10%
OR,49-0000,"Installation, Maintenance, and Repair Occupations",major,67610,1.30%,37.039,0.94,$23.28 ,$26.37 ,"$54,860 ",0.50%
OR,31-0000,Healthcare Support Occupations,major,78710,2.90%,43.119,0.92,$17.47 ,$18.40 ,"$38,280 ",0.60%
OR,47-0000,Construction and Extraction Occupations,major,84410,1.50%,46.245,1.11,$27.65 ,$29.36 ,"$61,080 ",0.70%
OR,25-0000,Educational Instruction and Library Occupations,major,93170,1.30%,51.041,0.88,$28.69 ,$32.63 ,"$67,870 ",0.90%
OR,29-0000,Healthcare Practitioners and Technical Occupations,major,99910,1.00%,54.737,0.88,$45.78 ,$49.62 ,"$103,220 ",1.10%
OR,51-0000,Production Occupations,major,108030,0.90%,59.185,0.99,$18.32 ,$21.08 ,"$43,850 ",0.30%
OR,13-0000,Business and Financial Operations Occupations,major,113470,1.10%,62.16,0.97,$36.56 ,$38.21 ,"$79,470 ",0.70%
OR,11-0000,Management Occupations,major,122660,0.90%,67.197,1.06,$47.51 ,$53.12 ,"$110,490 ",1.60%
OR,35-0000,Food Preparation and Serving Related Occupations,major,148060,1.40%,81.11,1.02,$14.26 ,$15.64 ,"$32,530 ",0.80%
OR,41-0000,Sales and Related Occupations,major,161090,1.20%,88.25,0.94,$17.08 ,$21.86 ,"$45,470 ",1.70%
OR,53-0000,Transportation and Material Moving Occupations,major,167090,1.20%,91.54,1.02,$18.19 ,$20.02 ,"$41,650 ",0.60%
OR,43-0000,Office and Administrative Support Occupations,major,236870,0.70%,129.765,1,$19.28 ,$21.27 ,"$44,250 ",0.30%
PA,11-0000,Management Occupations,major,313460,0.80%,56.141,0.89,$49.24 ,$57.98 ,"$120,590 ",0.60%
PA,13-0000,Business and Financial Operations Occupations,major,332270,1.70%,59.51,0.93,$34.52 ,$37.94 ,"$78,910 ",0.90%
PA,15-0000,Computer and Mathematical Occupations,major,163020,1.80%,29.197,0.88,$38.55 ,$42.08 ,"$87,530 ",1.00%
PA,17-0000,Architecture and Engineering Occupations,major,92980,1.50%,16.652,0.96,$37.61 ,$40.73 ,"$84,720 ",0.80%
PA,19-0000,"Life, Physical, and Social Science Occupations",major,54700,3.40%,9.797,1.08,$30.93 ,$36.02 ,"$74,920 ",1.50%
PA,21-0000,Community and Social Service Occupations,major,100210,2.00%,17.947,1.13,$22.55 ,$23.99 ,"$49,900 ",0.60%
PA,23-0000,Legal Occupations,major,45230,2.80%,8.101,0.97,$37.76 ,$49.02 ,"$101,960 ",2.60%
PA,25-0000,Educational Instruction and Library Occupations,major,320890,0.80%,57.472,0.99,$29.54 ,$31.81 ,"$66,170 ",0.70%
PA,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,62460,1.90%,11.186,0.87,$23.12 ,$26.47 ,"$55,050 ",1.80%
PA,29-0000,Healthcare Practitioners and Technical Occupations,major,411660,0.80%,73.73,1.18,$32.39 ,$40.77 ,"$84,800 ",1.00%
PA,31-0000,Healthcare Support Occupations,major,331260,1.00%,59.33,1.27,$14.24 ,$15.25 ,"$31,720 ",0.40%
PA,33-0000,Protective Service Occupations,major,123590,1.40%,22.135,0.92,$22.08 ,$25.17 ,"$52,360 ",0.80%
PA,35-0000,Food Preparation and Serving Related Occupations,major,399500,0.90%,71.551,0.9,$11.60 ,$13.07 ,"$27,190 ",0.70%
PA,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,154780,1.30%,27.721,0.95,$14.41 ,$15.71 ,"$32,680 ",0.60%
PA,39-0000,Personal Care and Service Occupations,major,109450,2.30%,19.602,1.08,$13.23 ,$15.04 ,"$31,280 ",1.20%
PA,41-0000,Sales and Related Occupations,major,484600,1.40%,86.792,0.92,$14.34 ,$20.87 ,"$43,410 ",1.00%
PA,43-0000,Office and Administrative Support Occupations,major,741170,0.70%,132.746,1.02,$18.30 ,$20.66 ,"$42,970 ",0.30%
PA,45-0000,"Farming, Fishing, and Forestry Occupations",major,7170,7.90%,1.284,0.4,$16.51 ,$17.74 ,"$36,900 ",1.80%
PA,47-0000,Construction and Extraction Occupations,major,214610,1.10%,38.437,0.93,$23.49 ,$27.34 ,"$56,870 ",0.70%
PA,49-0000,"Installation, Maintenance, and Repair Occupations",major,227020,1.10%,40.659,1.03,$23.12 ,$25.41 ,"$52,840 ",0.50%
PA,51-0000,Production Occupations,major,354380,0.70%,63.471,1.06,$18.45 ,$20.90 ,"$43,470 ",0.30%
PA,53-0000,Transportation and Material Moving Occupations,major,539000,0.80%,96.537,1.08,$17.65 ,$18.97 ,"$39,450 ",0.50%
RI,11-0000,Management Occupations,major,20230,2.10%,44.193,0.7,$60.43 ,$65.19 ,"$135,580 ",1.10%
RI,13-0000,Business and Financial Operations Occupations,major,35850,2.10%,78.334,1.22,$38.14 ,$42.14 ,"$87,650 ",1.40%
RI,15-0000,Computer and Mathematical Occupations,major,15330,3.20%,33.483,1.01,$47.41 ,$47.75 ,"$99,330 ",2.50%
RI,17-0000,Architecture and Engineering Occupations,major,8020,3.20%,17.511,1.01,$45.95 ,$47.63 ,"$99,070 ",1.80%
RI,19-0000,"Life, Physical, and Social Science Occupations",major,3300,5.70%,7.207,0.8,$38.49 ,$42.75 ,"$88,920 ",3.10%
RI,21-0000,Community and Social Service Occupations,major,9410,4.00%,20.554,1.29,$23.54 ,$27.24 ,"$56,650 ",1.60%
RI,23-0000,Legal Occupations,major,4750,3.40%,10.373,1.24,$47.15 ,$55.04 ,"$114,480 ",7.90%
RI,25-0000,Educational Instruction and Library Occupations,major,31040,1.20%,67.815,1.17,$30.03 ,$33.83 ,"$70,370 ",0.90%
RI,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,5970,3.50%,13.039,1.01,$29.89 ,$34.03 ,"$70,770 ",2.00%
RI,29-0000,Healthcare Practitioners and Technical Occupations,major,32000,1.40%,69.918,1.12,$37.54 ,$49.22 ,"$102,380 ",1.50%
RI,31-0000,Healthcare Support Occupations,major,23420,2.90%,51.176,1.09,$17.59 ,$17.26 ,"$35,900 ",0.90%
RI,33-0000,Protective Service Occupations,major,12260,2.80%,26.788,1.11,$28.61 ,$26.94 ,"$56,030 ",1.00%
RI,35-0000,Food Preparation and Serving Related Occupations,major,41020,2.40%,89.616,1.13,$13.73 ,$15.37 ,"$31,980 ",1.50%
RI,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,14910,2.50%,32.581,1.12,$18.02 ,$18.43 ,"$38,340 ",1.80%
RI,39-0000,Personal Care and Service Occupations,major,9150,5.60%,19.999,1.1,$14.35 ,$17.46 ,"$36,320 ",2.90%
RI,41-0000,Sales and Related Occupations,major,43000,1.60%,93.943,1,$17.61 ,$23.91 ,"$49,740 ",1.40%
RI,43-0000,Office and Administrative Support Occupations,major,58510,1.30%,127.823,0.98,$22.29 ,$22.29 ,"$46,370 ",0.50%
RI,45-0000,"Farming, Fishing, and Forestry Occupations",major,390,49.60%,0.852,0.27,$15.44 ,$16.15 ,"$33,580 ",3.90%
RI,47-0000,Construction and Extraction Occupations,major,17540,2.10%,38.31,0.92,$28.66 ,$29.03 ,"$60,370 ",2.00%
RI,49-0000,"Installation, Maintenance, and Repair Occupations",major,15420,3.90%,33.691,0.85,$23.74 ,$27.49 ,"$57,170 ",1.10%
RI,51-0000,Production Occupations,major,26570,1.80%,58.054,0.97,$18.37 ,$21.91 ,"$45,580 ",0.70%
RI,53-0000,Transportation and Material Moving Occupations,major,29630,2.70%,64.742,0.72,$18.02 ,$19.79 ,"$41,170 ",0.90%
SC,11-0000,Management Occupations,major,113230,1.00%,54.771,0.87,$44.43 ,$49.69 ,"$103,360 ",0.60%
SC,13-0000,Business and Financial Operations Occupations,major,88710,1.30%,42.91,0.67,$29.80 ,$34.35 ,"$71,450 ",0.80%
SC,15-0000,Computer and Mathematical Occupations,major,41420,1.90%,20.037,0.61,$37.26 ,$39.47 ,"$82,100 ",1.50%
SC,17-0000,Architecture and Engineering Occupations,major,39230,1.50%,18.977,1.1,$36.85 ,$38.91 ,"$80,920 ",0.90%
SC,19-0000,"Life, Physical, and Social Science Occupations",major,10790,2.50%,5.22,0.58,$28.48 ,$31.72 ,"$65,980 ",1.20%
SC,21-0000,Community and Social Service Occupations,major,31010,1.60%,14.999,0.94,$18.68 ,$21.43 ,"$44,570 ",0.60%
SC,23-0000,Legal Occupations,major,14540,2.70%,7.034,0.84,$28.65 ,$38.31 ,"$79,670 ",3.40%
SC,25-0000,Educational Instruction and Library Occupations,major,104880,1.00%,50.732,0.87,$23.20 ,$24.71 ,"$51,400 ",0.70%
SC,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,19270,2.00%,9.32,0.72,$19.44 ,$23.66 ,"$49,200 ",1.20%
SC,29-0000,Healthcare Practitioners and Technical Occupations,major,128190,0.90%,62.007,0.99,$29.71 ,$38.69 ,"$80,470 ",1.10%
SC,31-0000,Healthcare Support Occupations,major,75280,1.40%,36.415,0.78,$13.85 ,$14.44 ,"$30,030 ",0.60%
SC,33-0000,Protective Service Occupations,major,45690,1.60%,22.102,0.92,$18.24 ,$19.84 ,"$41,270 ",0.60%
SC,35-0000,Food Preparation and Serving Related Occupations,major,196760,1.10%,95.176,1.2,$10.90 ,$12.05 ,"$25,070 ",1.10%
SC,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,64960,1.60%,31.422,1.08,$13.17 ,$13.52 ,"$28,120 ",0.60%
SC,39-0000,Personal Care and Service Occupations,major,39960,1.90%,19.331,1.06,$11.67 ,$13.79 ,"$28,680 ",0.90%
SC,41-0000,Sales and Related Occupations,major,212830,0.90%,102.951,1.09,$13.77 ,$18.10 ,"$37,650 ",0.90%
SC,43-0000,Office and Administrative Support Occupations,major,287600,0.60%,139.116,1.07,$17.54 ,$18.44 ,"$38,340 ",0.30%
SC,45-0000,"Farming, Fishing, and Forestry Occupations",major,3530,6.50%,1.706,0.53,$16.64 ,$18.27 ,"$38,000 ",2.50%
SC,47-0000,Construction and Extraction Occupations,major,80820,1.20%,39.093,0.94,$18.53 ,$21.37 ,"$44,460 ",0.70%
SC,49-0000,"Installation, Maintenance, and Repair Occupations",major,89240,1.30%,43.166,1.09,$21.95 ,$22.68 ,"$47,180 ",0.40%
SC,51-0000,Production Occupations,major,178130,0.80%,86.165,1.44,$18.05 ,$19.97 ,"$41,540 ",0.30%
SC,53-0000,Transportation and Material Moving Occupations,major,201250,1.00%,97.35,1.09,$14.73 ,$17.28 ,"$35,940 ",0.50%
SD,11-0000,Management Occupations,major,13200,1.10%,31.332,0.5,$47.08 ,$52.61 ,"$109,420 ",0.60%
SD,13-0000,Business and Financial Operations Occupations,major,22810,1.40%,54.142,0.84,$29.97 ,$33.76 ,"$70,220 ",0.60%
SD,15-0000,Computer and Mathematical Occupations,major,8680,2.20%,20.606,0.62,$33.34 ,$37.12 ,"$77,210 ",2.20%
SD,17-0000,Architecture and Engineering Occupations,major,5370,2.30%,12.754,0.74,$36.01 ,$36.42 ,"$75,750 ",1.30%
SD,19-0000,"Life, Physical, and Social Science Occupations",major,4270,2.40%,10.129,1.12,$26.19 ,$28.19 ,"$58,640 ",0.80%
SD,21-0000,Community and Social Service Occupations,major,7040,1.90%,16.702,1.05,$20.07 ,$21.39 ,"$44,490 ",0.50%
SD,23-0000,Legal Occupations,major,1850,3.40%,4.38,0.52,$30.53 ,$38.05 ,"$79,130 ",3.90%
SD,25-0000,Educational Instruction and Library Occupations,major,24150,0.70%,57.336,0.99,$22.73 ,$21.71 ,"$45,150 ",0.50%
SD,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,4980,2.90%,11.82,0.92,$18.44 ,$20.79 ,"$43,230 ",1.40%
SD,29-0000,Healthcare Practitioners and Technical Occupations,major,33470,0.70%,79.448,1.27,$29.06 ,$36.12 ,"$75,120 ",1.20%
SD,31-0000,Healthcare Support Occupations,major,14030,1.40%,33.307,0.71,$14.14 ,$15.18 ,"$31,570 ",0.50%
SD,33-0000,Protective Service Occupations,major,6560,2.20%,15.564,0.65,$19.32 ,$21.86 ,"$45,480 ",0.80%
SD,35-0000,Food Preparation and Serving Related Occupations,major,38480,1.20%,91.351,1.15,$11.52 ,$12.77 ,"$26,550 ",0.60%
SD,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,16360,1.50%,38.835,1.33,$14.13 ,$14.70 ,"$30,570 ",0.70%
SD,39-0000,Personal Care and Service Occupations,major,10840,2.40%,25.727,1.41,$13.48 ,$13.92 ,"$28,950 ",0.80%
SD,41-0000,Sales and Related Occupations,major,42580,1.30%,101.081,1.07,$14.36 ,$20.76 ,"$43,180 ",0.80%
SD,43-0000,Office and Administrative Support Occupations,major,57490,1.30%,136.472,1.05,$17.67 ,$17.55 ,"$36,510 ",0.30%
SD,45-0000,"Farming, Fishing, and Forestry Occupations",major,1380,7.40%,3.265,1.02,$14.52 ,$16.51 ,"$34,340 ",2.00%
SD,47-0000,Construction and Extraction Occupations,major,22980,1.30%,54.544,1.31,$19.87 ,$21.58 ,"$44,890 ",0.60%
SD,49-0000,"Installation, Maintenance, and Repair Occupations",major,18420,1.70%,43.734,1.11,$22.71 ,$24.01 ,"$49,940 ",0.50%
SD,51-0000,Production Occupations,major,32010,1.00%,75.982,1.27,$18.13 ,$18.98 ,"$39,480 ",0.40%
SD,53-0000,Transportation and Material Moving Occupations,major,34330,1.20%,81.489,0.91,$17.47 ,$18.07 ,"$37,580 ",0.60%
TN,11-0000,Management Occupations,major,193880,1.00%,64.91,1.03,$46.96 ,$53.26 ,"$110,780 ",0.70%
TN,13-0000,Business and Financial Operations Occupations,major,142910,1.20%,47.845,0.74,$29.38 ,$32.54 ,"$67,680 ",0.70%
TN,15-0000,Computer and Mathematical Occupations,major,62620,2.10%,20.966,0.63,$35.16 ,$37.25 ,"$77,490 ",1.50%
TN,17-0000,Architecture and Engineering Occupations,major,41880,2.60%,14.02,0.81,$37.08 ,$39.56 ,"$82,280 ",1.20%
TN,19-0000,"Life, Physical, and Social Science Occupations",major,19740,3.20%,6.609,0.73,$29.54 ,$34.72 ,"$72,210 ",1.30%
TN,21-0000,Community and Social Service Occupations,major,37340,2.10%,12.501,0.79,$22.05 ,$22.67 ,"$47,160 ",1.40%
TN,23-0000,Legal Occupations,major,17050,3.10%,5.71,0.68,$30.77 ,$42.33 ,"$88,050 ",3.70%
TN,25-0000,Educational Instruction and Library Occupations,major,146200,0.50%,48.947,0.84,$23.30 ,$24.96 ,"$51,920 ",0.50%
TN,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,31790,2.50%,10.644,0.83,$18.78 ,$24.26 ,"$50,470 ",3.00%
TN,29-0000,Healthcare Practitioners and Technical Occupations,major,204810,0.80%,68.572,1.1,$29.28 ,$37.24 ,"$77,460 ",1.20%
TN,31-0000,Healthcare Support Occupations,major,102750,1.80%,34.402,0.73,$14.05 ,$14.92 ,"$31,040 ",0.60%
TN,33-0000,Protective Service Occupations,major,70420,1.80%,23.575,0.98,$18.47 ,$20.58 ,"$42,800 ",0.70%
TN,35-0000,Food Preparation and Serving Related Occupations,major,252840,0.90%,84.65,1.06,$10.84 ,$11.79 ,"$24,520 ",0.90%
TN,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,82450,1.30%,27.605,0.95,$13.63 ,$13.88 ,"$28,870 ",0.70%
TN,39-0000,Personal Care and Service Occupations,major,47550,2.30%,15.92,0.87,$11.75 ,$14.28 ,"$29,700 ",1.90%
TN,41-0000,Sales and Related Occupations,major,261210,0.90%,87.453,0.93,$13.97 ,$18.93 ,"$39,380 ",1.00%
TN,43-0000,Office and Administrative Support Occupations,major,422210,0.70%,141.358,1.09,$17.83 ,$19.06 ,"$39,640 ",0.30%
TN,45-0000,"Farming, Fishing, and Forestry Occupations",major,3760,4.70%,1.26,0.39,$14.35 ,$16.88 ,"$35,100 ",2.00%
TN,47-0000,Construction and Extraction Occupations,major,108000,1.30%,36.16,0.87,$19.15 ,$21.82 ,"$45,380 ",0.70%
TN,49-0000,"Installation, Maintenance, and Repair Occupations",major,124620,1.30%,41.722,1.05,$22.62 ,$23.62 ,"$49,120 ",0.40%
TN,51-0000,Production Occupations,major,257180,0.80%,86.103,1.44,$17.97 ,$19.32 ,"$40,190 ",0.30%
TN,53-0000,Transportation and Material Moving Occupations,major,355630,1.00%,119.066,1.33,$15.92 ,$18.16 ,"$37,770 ",0.50%
TX,11-0000,Management Occupations,major,820510,0.90%,67.111,1.06,$48.01 ,$55.83 ,"$116,120 ",0.60%
TX,13-0000,Business and Financial Operations Occupations,major,717320,1.00%,58.671,0.91,$36.28 ,$38.31 ,"$79,690 ",0.60%
TX,15-0000,Computer and Mathematical Occupations,major,411390,1.60%,33.648,1.02,$43.21 ,$45.13 ,"$93,880 ",1.00%
TX,17-0000,Architecture and Engineering Occupations,major,224440,1.70%,18.357,1.06,$38.53 ,$45.21 ,"$94,030 ",1.20%
TX,19-0000,"Life, Physical, and Social Science Occupations",major,93980,2.40%,7.687,0.85,$30.97 ,$35.84 ,"$74,540 ",1.00%
TX,21-0000,Community and Social Service Occupations,major,135570,2.80%,11.089,0.7,$22.86 ,$24.67 ,"$51,310 ",0.70%
TX,23-0000,Legal Occupations,major,83690,2.90%,6.845,0.82,$38.87 ,$51.82 ,"$107,790 ",2.50%
TX,25-0000,Educational Instruction and Library Occupations,major,743520,0.50%,60.814,1.05,$28.78 ,$26.69 ,"$55,510 ",0.40%
TX,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,114850,2.20%,9.394,0.73,$23.14 ,$27.19 ,"$56,550 ",1.60%
TX,29-0000,Healthcare Practitioners and Technical Occupations,major,667240,0.90%,54.575,0.87,$33.36 ,$40.53 ,"$84,310 ",0.90%
TX,31-0000,Healthcare Support Occupations,major,552120,0.90%,45.159,0.96,$12.34 ,$13.69 ,"$28,470 ",0.60%
TX,33-0000,Protective Service Occupations,major,298000,1.00%,24.374,1.01,$22.40 ,$24.18 ,"$50,290 ",0.70%
TX,35-0000,Food Preparation and Serving Related Occupations,major,1047310,1.00%,85.662,1.08,$11.05 ,$12.48 ,"$25,950 ",0.70%
TX,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,330710,1.70%,27.049,0.93,$13.61 ,$14.18 ,"$29,500 ",0.60%
TX,39-0000,Personal Care and Service Occupations,major,192140,2.20%,15.715,0.86,$12.34 ,$14.06 ,"$29,250 ",1.00%
TX,41-0000,Sales and Related Occupations,major,1226880,0.90%,100.349,1.07,$14.20 ,$20.82 ,"$43,300 ",0.80%
TX,43-0000,Office and Administrative Support Occupations,major,1686960,0.60%,137.979,1.06,$17.90 ,$19.68 ,"$40,930 ",0.20%
TX,45-0000,"Farming, Fishing, and Forestry Occupations",major,16050,4.30%,1.313,0.41,$14.10 ,$15.64 ,"$32,520 ",1.50%
TX,47-0000,Construction and Extraction Occupations,major,568930,1.10%,46.534,1.12,$21.75 ,$23.20 ,"$48,260 ",0.70%
TX,49-0000,"Installation, Maintenance, and Repair Occupations",major,534370,1.00%,43.707,1.1,$22.68 ,$24.67 ,"$51,310 ",0.40%
TX,51-0000,Production Occupations,major,630880,1.10%,51.6,0.86,$17.90 ,$20.55 ,"$42,740 ",0.50%
TX,53-0000,Transportation and Material Moving Occupations,major,1129330,0.80%,92.37,1.03,$17.46 ,$19.60 ,"$40,770 ",0.50%
UT,11-0000,Management Occupations,major,122570,1.00%,78.837,1.25,$38.54 ,$47.74 ,"$99,300 ",0.70%
UT,13-0000,Business and Financial Operations Occupations,major,100770,1.20%,64.82,1.01,$29.82 ,$33.88 ,"$70,460 ",0.80%
UT,15-0000,Computer and Mathematical Occupations,major,60770,1.80%,39.086,1.18,$37.97 ,$41.64 ,"$86,600 ",1.40%
UT,17-0000,Architecture and Engineering Occupations,major,31900,1.90%,20.519,1.19,$37.04 ,$38.64 ,"$80,370 ",1.10%
UT,19-0000,"Life, Physical, and Social Science Occupations",major,14410,2.80%,9.272,1.03,$29.36 ,$32.67 ,"$67,950 ",2.30%
UT,21-0000,Community and Social Service Occupations,major,22160,2.40%,14.256,0.9,$22.62 ,$25.12 ,"$52,250 ",1.60%
UT,23-0000,Legal Occupations,major,10260,4.50%,6.601,0.79,$36.60 ,$43.97 ,"$91,450 ",5.10%
UT,25-0000,Educational Instruction and Library Occupations,major,89500,1.00%,57.57,0.99,$22.95 ,$26.71 ,"$55,560 ",1.10%
